N,avg_experience,avg_liquidity,avg_complexity
5.0,0.5988481460378088,0.5226618832964356,0.9056662968872736
8.0,0.5939500016867592,0.5194332750971344,0.8913383089868692
13.0,0.5891486301382018,0.5175301901516194,0.8814748471067945
21.0,0.5485885036390301,0.4774399824211779,0.8297596058258196
34.0,0.5341176366051872,0.4770197134894074,0.8020530624114236
55.0,0.5308931553391775,0.4766783624029363,0.7911668689888932
62.0,0.5287546713297556,0.4764320139342403,0.7889416930762555
