N,avg_experience,avg_liquidity,avg_complexity
5.0,0.5760124558267752,0.5325158037929103,0.9074052653361606
8.0,0.5854257505267199,0.5313425222053293,0.9045712300387173
13.0,0.581024461542259,0.5233486806064225,0.8994815690768352
21.0,0.548803363892992,0.4781528519225567,0.8775039539635553
34.0,0.5426974232769616,0.4810554533087941,0.8565974256995064
55.0,0.5410032685122651,0.4765885630733194,0.8570118681345329
62.0,0.5388273504310543,0.47594777585330156,0.8512111315228514
