N,avg_experience,avg_liquidity,avg_complexity
5.0,0.6013493425853657,0.5232758084162421,0.9129975639249087
8.0,0.5933951042381134,0.5188525801747975,0.8940023769168535
13.0,0.5858845362227633,0.516653911468667,0.8788029187805142
21.0,0.5594583110652774,0.4770249621813997,0.8624582192282125
34.0,0.5453143147267141,0.47512311451480377,0.8325127805822793
55.0,0.5370301721888641,0.47473506772938634,0.8104238643516881
62.0,0.534845836471148,0.4732461238725968,0.8082786994082377
