N,avg_experience,avg_liquidity,avg_complexity
5.0,0.5945684328713015,0.5186773714580388,0.8928553749078489
8.0,0.5829260161227107,0.5150199936873738,0.8685352968049188
13.0,0.5668887571380653,0.5146036758223683,0.8390483847848548
21.0,0.5433009476658158,0.4771084742877973,0.8200551758120623
34.0,0.5356878440187531,0.4749048268316422,0.8049586884920347
55.0,0.5279514761707512,0.4736996677182322,0.7915350717277843
62.0,0.5288176711913962,0.4751581956730546,0.7914861688278612
