N,avg_experience,avg_liquidity,avg_complexity
5.0,0.9998881667763606,0.6583333333333332,0.9137133292653031
8.0,0.9949760361770831,0.6587539342775599,0.891804088353901
13.0,1.0415987852086552,0.6849277159851698,0.8702550037076586
21.0,0.9226605967572354,0.617604415535919,0.8327670912567117
34.0,0.9375023061432539,0.6303593254537952,0.8026945576488331
55.0,0.9306658480841832,0.6261714326589897,0.7907689845926111
89.0,0.9348205055192704,0.6295513919595385,0.7870450165773086
144.0,0.928269228870751,0.6266819314413238,0.7860335891560564
200.0,0.9369685067757585,0.630770618281721,0.7858746928812684
