N,avg_experience,avg_liquidity,avg_complexity
5.0,0.5850110535287038,0.5450308073937745,0.9093558116525571
8.0,0.5886677908772342,0.5327753660878611,0.9026412132318768
13.0,0.5804436716742397,0.5258646690590357,0.9070581745734926
21.0,0.5610357716900208,0.4842409797398995,0.8895725516277805
34.0,0.540147637707798,0.4806424130026501,0.8541039996471906
55.0,0.5234019626295384,0.4809656135654375,0.8161835383427382
62.0,0.5188453967298706,0.4802507440495396,0.8045412199868267
